	ID	POEM_NUMBER	POEM	STANZA	LINE_ORDER	LINE_IN_SOURCE	LINE	ALIGNMENT	RHYME	RHYME_WORD	RHYMEIDS	VOWEL
3156	3331	180	吉日	180.2	6	漆沮子b從	漆 + 沮 + 子 + 從	漆 + 沮 + 子 + 從	180.2.b	從	0 0 0 824	o
3164	3340	180	吉日	180.4	1	既張我弓	既 + 張 + 我 + 弓	既 + 張 + 我 + 弓		弓	0 0 0 0	ə
3172	3348	181	鴻雁	181.1	3	之子于征	之 + 子 + 于 + 征	之 + 子 + 于 + 征		征	0 0 0 0	e
3174	3350	181	鴻雁	181.1	5	爰及矜人	爰 + 及 + 矜 + 人	爰 + 及 + 矜 + 人		人	0 0 0 0	i
3184	3360	181	鴻雁	181.3	3	維此哲人	維 + 此 + 哲 + 人	維 + 此 + 哲 + 人		人	0 0 0 0	i
3186	3362	181	鴻雁	181.3	5	維彼愚人	維 + 彼 + 愚 + 人	維 + 彼 + 愚 + 人		人	0 0 0 0	i
3189	3365	182	庭燎	182.1	2	夜未a央	夜 + 未 + 央	夜 + 未 + 央	182.1.a	央	0 0 830	a
3190	3366	182	庭燎	182.1	3	庭燎之a光	庭 + 燎 + 之 + 光	庭 + 燎 + 之 + 光	182.1.a	光	0 0 0 830	a
3192	3368	182	庭燎	182.1	5	鸞聲a將a將	鸞 + 聲 + 將 + 將	鸞 + 聲 + 將 + 將	182.1.a	將	0 0 830 830	a
3212	3391	183	沔水	183.2	2	其流b湯b湯	其 + 流 + 湯 + 湯	其 + 流 + 湯 + 湯	183.2.b	湯	0 0 836 836	a
3214	3394	183	沔水	183.2	5	載飛載b揚	載 + 飛 + 載 + 揚	載 + 飛 + 載 + 揚	183.2.b	揚	0 0 0 836	a
3216	3396	183	沔水	183.2	7	載起載b行	載 + 起 + 載 + 行	載 + 起 + 載 + 行	183.2.b	行	0 0 0 836	a
3218	3398	183	沔水	183.2	9	不可弭b忘	不 + 可 + 弭 + 忘	不 + 可 + 弭 + 忘	183.2.b	忘	0 0 0 836	a
3220	3400	183	沔水	183.3	2	率彼中a陵	率 + 彼 + 中 + 陵	率 + 彼 + 中 + 陵	183.3.a	陵	0 0 0 837	ə
3222	3402	183	沔水	183.3	4	寧莫之a懲	寧 + 莫 + 之 + 懲	寧 + 莫 + 之 + 懲	183.3.a	懲	0 0 0 837	ə
3224	3404	183	沔水	183.3	6	讒言其a興	讒 + 言 + 其 + 興	讒 + 言 + 其 + 興	183.3.a	興	0 0 0 837	ə
3227	3407	184	鶴鳴	184.1	3	魚潛在淵	魚 + 潛 + 在 + 淵	魚 + 潛 + 在 + 淵		淵	0 0 0 0	i
3237	3417	184	鶴鳴	184.2	4	或潛在a淵	或 + 潛 + 在 + 淵	或 + 潛 + 在 + 淵	184.2.a	淵	0 0 0 841	i
3252	3432	185	祈父	185.3	2	亶不a聰	亶 + 不 + 聰	亶 + 不 + 聰	185.3.a	聰	0 0 846	o
3259	3439	186	白駒	186.1	5	所謂伊人	所 + 謂 + 伊 + 人	所 + 謂 + 伊 + 人		人	0 0 0 0	i
3265	3445	186	白駒	186.2	5	所謂伊人	所 + 謂 + 伊 + 人	所 + 謂 + 伊 + 人		人	0 0 0 0	i
3282	3462	187	黃鳥	187.1	4	此邦之人	此 + 邦 + 之 + 人	此 + 邦 + 之 + 人		人	0 0 0 0	i
3287	3467	187	黃鳥	187.2	2	無集于a桑	無 + 集 + 于 + 桑	無 + 集 + 于 + 桑	187.2.a	桑	0 0 0 853	a
3288	3468	187	黃鳥	187.2	3	無啄我a粱	無 + 啄 + 我 + 粱	無 + 啄 + 我 + 粱	187.2.a	粱	0 0 0 853	a
3289	3469	187	黃鳥	187.2	4	此邦之人	此 + 邦 + 之 + 人	此 + 邦 + 之 + 人		人	0 0 0 0	i
3290	3470	187	黃鳥	187.2	5	不可與a明	不 + 可 + 與 + 明	不 + 可 + 與 + 明	187.2.a	明	0 0 0 853	a
3292	3472	187	黃鳥	187.2	7	復我諸a兄	復 + 我 + 諸 + 兄	復 + 我 + 諸 + 兄	187.2.a	兄	0 0 0 853	a
3296	3476	187	黃鳥	187.3	4	此邦之人	此 + 邦 + 之 + 人	此 + 邦 + 之 + 人		人	0 0 0 0	i
3341	3523	189	斯干	189.5	2	有覺其a楹	有 + 覺 + 其 + 楹	有 + 覺 + 其 + 楹	189.5.a	楹	0 0 0 865	e
3342	3524	189	斯干	189.5	3	噲噲其a正	噲 + 噲 + 其 + 正	噲 + 噲 + 其 + 正	189.5.a	正	0 0 0 865	e
3343	3525	189	斯干	189.5	4	噦噦其a冥	噦 + 噦 + 其 + 冥	噦 + 噦 + 其 + 冥	189.5.a	冥	0 0 0 865	e
3344	3526	189	斯干	189.5	5	君子攸a寧	君 + 子 + 攸 + 寧	君 + 子 + 攸 + 寧	189.5.a	寧	0 0 0 865	e
3347	3529	189	斯干	189.6	3	乃寢乃b興	乃 + 寢 + 乃 + 興	乃 + 寢 + 乃 + 興	189.6.b	興	0 0 0 867	ə
3348	3530	189	斯干	189.6	4	乃占我b夢	乃 + 占 + 我 + 夢	乃 + 占 + 我 + 夢	189.6.b	夢	0 0 0 867	ə
3354	3536	189	斯干	189.7	3	男子之b祥	男 + 子 + 之 + 祥	男 + 子 + 之 + 祥	189.7.b	祥	0 0 0 870	a
3356	3538	189	斯干	189.7	5	女子之b祥	女 + 子 + 之 + 祥	女 + 子 + 之 + 祥	189.7.b	祥	0 0 0 870	a
3359	3541	189	斯干	189.8	3	載衣之a裳	載 + 衣 + 之 + 裳	載 + 衣 + 之 + 裳	189.8.a	裳	0 0 0 871	a
3360	3542	189	斯干	189.8	4	載弄之a璋	載 + 弄 + 之 + 璋	載 + 弄 + 之 + 璋	189.8.a	璋	0 0 0 871	a
3362	3545	189	斯干	189.8	7	朱芾斯a皇	朱 + 芾 + 斯 + 皇	朱 + 芾 + 斯 + 皇	189.8.a	皇	0 0 0 871	a
3363	3546	189	斯干	189.8	8	室家君a王	室 + 家 + 君 + 王	室 + 家 + 君 + 王	189.8.a	王	0 0 0 871	a
3371	3554	190	無羊	190.1	1	誰謂爾無羊	誰 + 謂 + 爾 + 無 + 羊	誰 + 謂 + 爾 + 無 + 羊		羊	0 0 0 0 0	a
3388	3571	190	無羊	190.3	2	以薪以a蒸	以 + 薪 + 以 + 蒸	以 + 薪 + 以 + 蒸	190.3.a	蒸	0 0 0 878	ə
3389	3572	190	無羊	190.3	3	以雌以a雄	以 + 雌 + 以 + 雄	以 + 雌 + 以 + 雄	190.3.a	雄	0 0 0 878	ə
3391	3574	190	無羊	190.3	5	矜矜a兢a兢	矜 + 矜 + 兢 + 兢	矜 + 矜 + 兢 + 兢	190.3.a	兢	0 0 878 878	ə
3392	3576	190	無羊	190.3	7	不騫不a崩	不 + 騫 + 不 + 崩	不 + 騫 + 不 + 崩	190.3.a	崩	0 0 0 878	ə
3393	3577	190	無羊	190.3	8	麾之以a肱	麾 + 之 + 以 + 肱	麾 + 之 + 以 + 肱	190.3.a	肱	0 0 0 878	ə
3394	3578	190	無羊	190.3	9	畢來既a升	畢 + 來 + 既 + 升	畢 + 來 + 既 + 升	190.3.a	升	0 0 0 878	ə
3395	3579	190	無羊	190.4	1	牧人乃夢	牧 + 人 + 乃 + 夢	牧 + 人 + 乃 + 夢		夢	0 0 0 0	ə
3400	3584	190	無羊	190.4	6	實維豐b年	實 + 維 + 豐 + 年	實 + 維 + 豐 + 年	190.4.b	年	0 0 0 880	i
3435	3620	191	節南山	191.5	1	昊天不a傭	昊 + 天 + 不 + 傭	昊 + 天 + 不 + 傭	191.5.a	傭	0 0 0 887	o
3436	3621	191	節南山	191.5	2	降此鞠a訩	降 + 此 + 鞠 + 訩	降 + 此 + 鞠 + 訩	191.5.a	訩	0 0 0 887	o
3444	3629	191	節南山	191.6	2	亂靡有a定	亂 + 靡 + 有 + 定	亂 + 靡 + 有 + 定	191.6.a	定	0 0 0 890	e
3445	3630	191	節南山	191.6	3	式月斯a生	式 + 月 + 斯 + 生	式 + 月 + 斯 + 生	191.6.a	生	0 0 0 890	e
3446	3631	191	節南山	191.6	4	俾民不a寧	俾 + 民 + 不 + 寧	俾 + 民 + 不 + 寧	191.6.a	寧	0 0 0 890	e
3448	3633	191	節南山	191.6	6	誰秉國a成	誰 + 秉 + 國 + 成	誰 + 秉 + 國 + 成	191.6.a	成	0 0 0 890	e
3449	3634	191	節南山	191.6	7	不自為a政	不 + 自 + 為 + 政	不 + 自 + 為 + 政	191.6.a	政	0 0 0 890	e
3450	3635	191	節南山	191.6	8	卒勞百a姓	卒 + 勞 + 百 + 姓	卒 + 勞 + 百 + 姓	191.6.a	姓	0 0 0 890	e
3452	3637	191	節南山	191.7	2	四牡項a領	四 + 牡 + 項 + 領	四 + 牡 + 項 + 領	191.7.a	領	0 0 0 891	e
3453	3638	191	節南山	191.7	3	我瞻四方	我 + 瞻 + 四 + 方	我 + 瞻 + 四 + 方		方	0 0 0 0	a
3454	3639	191	節南山	191.7	4	蹙蹙靡所a騁	蹙 + 蹙 + 靡 + 所 + 騁	蹙 + 蹙 + 靡 + 所 + 騁	191.7.a	騁	0 0 0 0 891	e
3459	3644	191	節南山	191.9	1	昊天不a平	昊 + 天 + 不 + 平	昊 + 天 + 不 + 平	191.9.a	平	0 0 0 893	e
3460	3645	191	節南山	191.9	2	我王不a寧	我 + 王 + 不 + 寧	我 + 王 + 不 + 寧	191.9.a	寧	0 0 0 893	e
3462	3647	191	節南山	191.9	4	覆怨其a正	覆 + 怨 + 其 + 正	覆 + 怨 + 其 + 正	191.9.a	正	0 0 0 893	e
3463	3648	191	節南山	191.1	1	家父作a誦	家 + 父 + 作 + 誦	家 + 父 + 作 + 誦	191.10.a	誦	0 0 0 894	o
3464	3649	191	節南山	191.1	2	以究王a訩	以 + 究 + 王 + 訩	以 + 究 + 王 + 訩	191.10.a	訩	0 0 0 894	o
3466	3651	191	節南山	191.1	4	以畜萬a邦	以 + 畜 + 萬 + 邦	以 + 畜 + 萬 + 邦	191.10.a	邦	0 0 0 894	o
3467	3652	192	正月	192.1	1	正月繁a霜	正 + 月 + 繁 + 霜	正 + 月 + 繁 + 霜	192.1.a	霜	0 0 0 895	a
3468	3653	192	正月	192.1	2	我心憂a傷	我 + 心 + 憂 + 傷	我 + 心 + 憂 + 傷	192.1.a	傷	0 0 0 895	a
3470	3655	192	正月	192.1	4	亦孔之a將	亦 + 孔 + 之 + 將	亦 + 孔 + 之 + 將	192.1.a	將	0 0 0 895	a
3472	3657	192	正月	192.1	6	憂心a京a京	憂 + 心 + 京 + 京	憂 + 心 + 京 + 京	192.1.a	京	0 0 895 895	a
3474	3660	192	正月	192.1	9	癙憂以a痒	癙 + 憂 + 以 + 痒	癙 + 憂 + 以 + 痒	192.1.a	痒	0 0 0 895	a
3492	3679	192	正月	192.4	2	侯薪猴a蒸	侯 + 薪 + 猴 + 蒸	侯 + 薪 + 猴 + 蒸	192.4.a	蒸	0 0 0 898	ə
3494	3681	192	正月	192.4	4	視天夢a夢	視 + 天 + 夢 + 夢	視 + 天 + 夢 + 夢	192.4.a	夢	0 0 0 898	ə
3495	3682	192	正月	192.4	5	既克有定	既 + 克 + 有 + 定	既 + 克 + 有 + 定		定	0 0 0 0	e
3496	3683	192	正月	192.4	6	靡人弗a勝	靡 + 人 + 弗 + 勝	靡 + 人 + 弗 + 勝	192.4.a	勝	0 0 0 898	ə
3498	3685	192	正月	192.4	8	伊誰云a憎	伊 + 誰 + 云 + 憎	伊 + 誰 + 云 + 憎	192.4.a	憎	0 0 0 898	ə
3500	3687	192	正月	192.5	2	為岡為a陵	為 + 岡 + 為 + 陵	為 + 岡 + 為 + 陵	192.5.a	陵	0 0 0 899	ə
3502	3689	192	正月	192.5	4	寧莫之a懲	寧 + 莫 + 之 + 懲	寧 + 莫 + 之 + 懲	192.5.a	懲	0 0 0 899	ə
3504	3691	192	正月	192.5	6	訊之占a夢	訊 + 之 + 占 + 夢	訊 + 之 + 占 + 夢	192.5.a	夢	0 0 0 899	ə
3505	3692	192	正月	192.5	7	具曰予聖	具 + 曰 + 予 + 聖	具 + 曰 + 予 + 聖		聖	0 0 0 0	e
3506	3693	192	正月	192.5	8	誰知烏之雌a雄	誰 + 知 + 烏 + 之 + 雌 + 雄	誰 + 知 + 烏 + 之 + 雌 + 雄	192.5.a	雄	0 0 0 0 0 899	ə
3513	3700	192	正月	192.6	7	哀今之人	哀 + 今 + 之 + 人	哀 + 今 + 之 + 人		人	0 0 0 0	i
3515	3702	192	正月	192.7	1	瞻彼阪田	瞻 + 彼 + 阪 + 田	瞻 + 彼 + 阪 + 田		田	0 0 0 0	i
3525	3712	192	正月	192.8	3	今茲之正	今 + 茲 + 之 + 正	今 + 茲 + 之 + 正		正	0 0 0 0	e
3527	3714	192	正月	192.8	5	燎之方揚	燎 + 之 + 方 + 揚	燎 + 之 + 方 + 揚		揚	0 0 0 0	a
3529	3716	192	正月	192.8	7	赫赫周宗	赫 + 赫 + 周 + 宗	赫 + 赫 + 周 + 宗		宗	0 0 0 0	u
3559	3747	192	正月	192.13	5	哿矣富人	哿 + 矣 + 富 + 人	哿 + 矣 + 富 + 人		人	0 0 0 0	i
3567	3755	193	十月之交	193.1	7	今此下民	今 + 此 + 下 + 民	今 + 此 + 下 + 民		民	0 0 0 0	i
3569	3757	193	十月之交	193.2	1	日月告凶	日 + 月 + 告 + 凶	日 + 月 + 告 + 凶		凶	0 0 0 0	o
3570	3758	193	十月之交	193.2	2	不用其a行	不 + 用 + 其 + 行	不 + 用 + 其 + 行	193.2.a	行	0 0 0 910	a
3571	3759	193	十月之交	193.2	3	四國無政	四 + 國 + 無 + 政	四 + 國 + 無 + 政		政	0 0 0 0	e
3572	3760	193	十月之交	193.2	4	不用其a良	不 + 用 + 其 + 良	不 + 用 + 其 + 良	193.2.a	良	0 0 0 910	a
3574	3762	193	十月之交	193.2	6	則維其a常	則 + 維 + 其 + 常	則 + 維 + 其 + 常	193.2.a	常	0 0 0 910	a
3576	3764	193	十月之交	193.2	8	于何不a臧	于 + 何 + 不 + 臧	于 + 何 + 不 + 臧	193.2.a	臧	0 0 0 910	a
3578	3766	193	十月之交	193.3	2	不寧不a令	不 + 寧 + 不 + 令	不 + 寧 + 不 + 令	193.3.a	令	0 0 0 911	i
3579	3767	193	十月之交	193.3	3	百川沸b騰	百 + 川 + 沸 + 騰	百 + 川 + 沸 + 騰	193.3.b	騰	0 0 0 912	ə
3580	3768	193	十月之交	193.3	4	山冢崒b崩	山 + 冢 + 崒 + 崩	山 + 冢 + 崒 + 崩	193.3.b	崩	0 0 0 912	ə
3582	3770	193	十月之交	193.3	6	深谷為b陵	深 + 谷 + 為 + 陵	深 + 谷 + 為 + 陵	193.3.b	陵	0 0 0 912	ə
3583	3771	193	十月之交	193.3	7	哀今之人	哀 + 今 + 之 + 人	哀 + 今 + 之 + 人		人	0 0 0 0	i
3584	3772	193	十月之交	193.3	8	胡憯莫b懲	胡 + 憯 + 莫 + 懲	胡 + 憯 + 莫 + 懲	193.3.b	懲	0 0 0 912	ə
3601	3789	193	十月之交	193.6	1	皇父孔聖	皇 + 父 + 孔 + 聖	皇 + 父 + 孔 + 聖		聖	0 0 0 0	e
3602	3790	193	十月之交	193.6	2	作都于a向	作 + 都 + 于 + 向	作 + 都 + 于 + 向	193.6.a	向	0 0 0 917	a
3604	3792	193	十月之交	193.6	4	亶侯多a藏	亶 + 侯 + 多 + 藏	亶 + 侯 + 多 + 藏	193.6.a	藏	0 0 0 917	a
3606	3794	193	十月之交	193.6	6	俾守我a王	俾 + 守 + 我 + 王	俾 + 守 + 我 + 王	193.6.a	王	0 0 0 917	a
3608	3796	193	十月之交	193.6	8	以居徂a向	以 + 居 + 徂 + 向	以 + 居 + 徂 + 向	193.6.a	向	0 0 0 917	a
3615	3803	193	十月之交	193.7	7	噂沓背憎	噂 + 沓 + 背 + 憎	噂 + 沓 + 背 + 憎		憎	0 0 0 0	ə
3616	3804	193	十月之交	193.7	8	職競由b人	職 + 競 + 由 + 人	職 + 競 + 由 + 人	193.7.b	人	0 0 0 919	i
3643	3831	194	雨無正	194.2	9	庶曰式臧	庶 + 曰 + 式 + 臧	庶 + 曰 + 式 + 臧		臧	0 0 0 0	a
3650	3838	194	雨無正	194.3	6	各敬爾a身	各 + 敬 + 爾 + 身	各 + 敬 + 爾 + 身	194.3.a	身	0 0 0 928	i
3683	3871	195	小旻	195.1	5	謀臧不b從	謀 + 臧 + 不 + 從	謀 + 臧 + 不 + 從	195.1.b	從	0 0 0 936	o
3684	3872	195	小旻	195.1	6	不臧覆b用	不 + 臧 + 覆 + 用	不 + 臧 + 覆 + 用	195.1.b	用	0 0 0 936	o
3689	3877	195	小旻	195.2	3	謀之其臧	謀 + 之 + 其 + 臧	謀 + 之 + 其 + 臧		臧	0 0 0 0	a
3691	3879	195	小旻	195.2	5	謀之不臧	謀 + 之 + 不 + 臧	謀 + 之 + 不 + 臧		臧	0 0 0 0	a
3704	3892	195	小旻	195.4	2	匪先民是a程	匪 + 先 + 民 + 是 + 程	匪 + 先 + 民 + 是 + 程	195.4.a	程	0 0 0 0 939	e
3705	3893	195	小旻	195.4	3	匪大猶是a經	匪 + 大 + 猶 + 是 + 經	匪 + 大 + 猶 + 是 + 經	195.4.a	經	0 0 0 0 939	e
3706	3894	195	小旻	195.4	4	維邇言是a聽	維 + 邇 + 言 + 是 + 聽	維 + 邇 + 言 + 是 + 聽	195.4.a	聽	0 0 0 0 939	e
3707	3895	195	小旻	195.4	5	維邇言是a爭	維 + 邇 + 言 + 是 + 爭	維 + 邇 + 言 + 是 + 爭	195.4.a	爭	0 0 0 0 939	e
3709	3897	195	小旻	195.4	7	是用不潰于a成	是 + 用 + 不 + 潰 + 于 + 成	是 + 用 + 不 + 潰 + 于 + 成	195.4.a	成	0 0 0 0 0 939	e
3721	3909	195	小旻	195.6	5	戰戰b兢b兢	戰 + 戰 + 兢 + 兢	戰 + 戰 + 兢 + 兢	195.6.b	兢	0 0 943 943	ə
3722	3911	195	小旻	195.6	7	如臨深淵	如 + 臨 + 深 + 淵	如 + 臨 + 深 + 淵		淵	0 0 0 0	i
3723	3912	195	小旻	195.6	8	如履薄b冰	如 + 履 + 薄 + 冰	如 + 履 + 薄 + 冰	195.6.b	冰	0 0 0 943	ə
3726	3915	196	小宛	196.1	3	我心憂傷	我 + 心 + 憂 + 傷	我 + 心 + 憂 + 傷		傷	0 0 0 0	a
3727	3916	196	小宛	196.1	4	念昔先a人	念 + 昔 + 先 + 人	念 + 昔 + 先 + 人	196.1.a	人	0 0 0 944	i
3729	3918	196	小宛	196.1	6	有懷二a人	有 + 懷 + 二 + 人	有 + 懷 + 二 + 人	196.1.a	人	0 0 0 944	i
3730	3919	196	小宛	196.2	1	人之齊聖	人 + 之 + 齊 + 聖	人 + 之 + 齊 + 聖		聖	0 0 0 0	e
3742	3931	196	小宛	196.4	1	題彼脊a令	題 + 彼 + 脊 + 令	題 + 彼 + 脊 + 令	196.4.a	令	0 0 0 947	i
3743	3932	196	小宛	196.4	2	載飛載a鳴	載 + 飛 + 載 + 鳴	載 + 飛 + 載 + 鳴	196.4.a	鳴	0 0 0 947	e
3745	3934	196	小宛	196.4	4	而月斯a征	而 + 月 + 斯 + 征	而 + 月 + 斯 + 征	196.4.a	征	0 0 0 947	e
3747	3936	196	小宛	196.4	6	無忝爾所a生	無 + 忝 + 爾 + 所 + 生	無 + 忝 + 爾 + 所 + 生	196.4.a	生	0 0 0 0 947	e
3754	3943	196	小宛	196.6	1	溫溫恭人	溫 + 溫 + 恭 + 人	溫 + 溫 + 恭 + 人		人	0 0 0 0	i
3758	3947	196	小宛	196.6	5	戰戰b兢b兢	戰 + 戰 + 兢 + 兢	戰 + 戰 + 兢 + 兢	196.6.b	兢	0 0 951 951	ə
3759	3949	196	小宛	196.6	7	如履薄b冰	如 + 履 + 薄 + 冰	如 + 履 + 薄 + 冰	196.6.b	冰	0 0 0 951	ə
3770	3960	197	小弁	197.2	3	我心憂傷	我 + 心 + 憂 + 傷	我 + 心 + 憂 + 傷		傷	0 0 0 0	a
3786	3976	197	小弁	197.4	3	有凗者淵	有 + 凗 + 者 + 淵	有 + 凗 + 者 + 淵		淵	0 0 0 0	i
3802	3993	197	小弁	197.6	3	行有死人	行 + 有 + 死 + 人	行 + 有 + 死 + 人		人	0 0 0 0	i
3820	4011	197	小弁	197.8	5	無逝我梁	無 + 逝 + 我 + 梁	無 + 逝 + 我 + 梁		梁	0 0 0 0	a
3832	4023	198	巧言	198.2	1	亂之初生	亂 + 之 + 初 + 生	亂 + 之 + 初 + 生		生	0 0 0 0	e
3834	4025	198	巧言	198.2	3	亂之又生	亂 + 之 + 又 + 生	亂 + 之 + 又 + 生		生	0 0 0 0	e
3840	4031	198	巧言	198.3	1	君子屢a盟	君 + 子 + 屢 + 盟	君 + 子 + 屢 + 盟	198.3.a	盟	0 0 0 969	a
3841	4032	198	巧言	198.3	2	亂是用a長	亂 + 是 + 用 + 長	亂 + 是 + 用 + 長	198.3.a	長	0 0 0 969	a
3866	4057	198	巧言	198.6	3	無拳無b勇	無 + 拳 + 無 + 勇	無 + 拳 + 無 + 勇	198.6.b	勇	0 0 0 976	o
3874	4065	199	何人斯	199.1	3	胡逝我梁	胡 + 逝 + 我 + 梁	胡 + 逝 + 我 + 梁		梁	0 0 0 0	a
3876	4067	199	何人斯	199.1	5	伊誰云從	伊 + 誰 + 云 + 從	伊 + 誰 + 云 + 從		從	0 0 0 0	o
3878	4069	199	何人斯	199.2	1	二人從a行	二 + 人 + 從 + 行	二 + 人 + 從 + 行	199.2.a	行	0 0 0 979	a
3880	4071	199	何人斯	199.2	3	胡逝我a梁	胡 + 逝 + 我 + 梁	胡 + 逝 + 我 + 梁	199.2.a	梁	0 0 0 979	a
3886	4077	199	何人斯	199.3	3	我聞其聲	我 + 聞 + 其 + 聲	我 + 聞 + 其 + 聲		聲	0 0 0 0	e
3887	4078	199	何人斯	199.3	4	不見其a身	不 + 見 + 其 + 身	不 + 見 + 其 + 身	199.3.a	身	0 0 0 981	i
3888	4079	199	何人斯	199.3	5	不愧于a人	不 + 愧 + 于 + 人	不 + 愧 + 于 + 人	199.3.a	人	0 0 0 981	i
3894	4085	199	何人斯	199.4	5	胡逝我梁	胡 + 逝 + 我 + 梁	胡 + 逝 + 我 + 梁		梁	0 0 0 0	a
3896	4087	199	何人斯	199.5	1	爾之安行	爾 + 之 + 安 + 行	爾 + 之 + 安 + 行		行	0 0 0 0	a
3898	4089	199	何人斯	199.5	3	爾之亟行	爾 + 之 + 亟 + 行	爾 + 之 + 亟 + 行		行	0 0 0 0	a
3929	4122	200	巷伯	200.3	2	謀欲譖b人	謀 + 欲 + 譖 + 人	謀 + 欲 + 譖 + 人	200.3.b	人	0 0 0 991	i
3939	4134	200	巷伯	200.5	6	視彼驕b人	視 + 彼 + 驕 + 人	視 + 彼 + 驕 + 人	200.5.b	人	0 0 0 994	i
3940	4135	200	巷伯	200.5	7	矜此勞b人	矜 + 此 + 勞 + 人	矜 + 此 + 勞 + 人	200.5.b	人	0 0 0 994	i
3943	4138	200	巷伯	200.6	3	取彼譖人	取 + 彼 + 譖 + 人	取 + 彼 + 譖 + 人		人	0 0 0 0	i
3983	4179	202	蓼莪	202.3	3	鮮民之生	鮮 + 民 + 之 + 生	鮮 + 民 + 之 + 生		生	0 0 0 0	e
4013	4213	203	大東	203.2	1	小東大a東	小 + 東 + 大 + 東	小 + 東 + 大 + 東	203.2.a	東	0 0 0 1010	o
4014	4214	203	大東	203.2	2	杼柚其a空	杼 + 柚 + 其 + 空	杼 + 柚 + 其 + 空	203.2.a	空	0 0 0 1010	o
4016	4216	203	大東	203.2	4	可以履b霜	可 + 以 + 履 + 霜	可 + 以 + 履 + 霜	203.2.b	霜	0 0 0 1011	a
4018	4218	203	大東	203.2	6	行彼周b行	行 + 彼 + 周 + 行	行 + 彼 + 周 + 行	203.2.b	行	0 0 0 1011	a
4024	4224	203	大東	203.3	4	哀我憚b人	哀 + 我 + 憚 + 人	哀 + 我 + 憚 + 人	203.3.b	人	0 0 0 1014	i
4027	4227	203	大東	203.3	7	哀我憚b人	哀 + 我 + 憚 + 人	哀 + 我 + 憚 + 人	203.3.b	人	0 0 0 1014	i
4038	4238	203	大東	203.5	2	不以其a漿	不 + 以 + 其 + 漿	不 + 以 + 其 + 漿	203.5.a	漿	0 0 0 1017	a
4040	4240	203	大東	203.5	4	不以其a長	不 + 以 + 其 + 長	不 + 以 + 其 + 長	203.5.a	長	0 0 0 1017	a
4042	4242	203	大東	203.5	6	監亦有a光	監 + 亦 + 有 + 光	監 + 亦 + 有 + 光	203.5.a	光	0 0 0 1017	a
4044	4244	203	大東	203.5	8	終日七a襄	終 + 日 + 七 + 襄	終 + 日 + 七 + 襄	203.5.a	襄	0 0 0 1017	a
4045	4245	203	大東	203.6	1	雖則七a襄	雖 + 則 + 七 + 襄	雖 + 則 + 七 + 襄	203.6.a	襄	0 0 0 1018	a
4046	4246	203	大東	203.6	2	不成報a章	不 + 成 + 報 + 章	不 + 成 + 報 + 章	203.6.a	章	0 0 0 1018	a
4048	4248	203	大東	203.6	4	不以服a箱	不 + 以 + 服 + 箱	不 + 以 + 服 + 箱	203.6.a	箱	0 0 0 1018	a
4049	4249	203	大東	203.6	5	東有啟a明	東 + 有 + 啟 + 明	東 + 有 + 啟 + 明	203.6.a	明	0 0 0 1018	a
4050	4250	203	大東	203.6	6	西有長a庚	西 + 有 + 長 + 庚	西 + 有 + 長 + 庚	203.6.a	庚	0 0 0 1018	a
4052	4252	203	大東	203.6	8	載施之a行	載 + 施 + 之 + 行	載 + 施 + 之 + 行	203.6.a	行	0 0 0 1018	a
4054	4254	203	大東	203.7	2	不可以簸a揚	不 + 可 + 以 + 簸 + 揚	不 + 可 + 以 + 簸 + 揚	203.7.a	揚	0 0 0 0 1019	a
4056	4256	203	大東	203.7	4	不可以挹酒a漿	不 + 可 + 以 + 挹 + 酒 + 漿	不 + 可 + 以 + 挹 + 酒 + 漿	203.7.a	漿	0 0 0 0 0 1019	a
4063	4263	204	四月	204.1	3	先祖匪人	先 + 祖 + 匪 + 人	先 + 祖 + 匪 + 人		人	0 0 0 0	i
4088	4290	204	四月	204.7	4	潛逃于a淵	潛 + 逃 + 于 + 淵	潛 + 逃 + 于 + 淵	204.7.a	淵	0 0 0 1027	i
4102	4305	205	北山	205.2	4	莫非王b臣	莫 + 非 + 王 + 臣	莫 + 非 + 王 + 臣	205.2.b	臣	0 0 0 1031	i
4105	4308	205	北山	205.3	1	四牡a彭a彭	四 + 牡 + 彭 + 彭	四 + 牡 + 彭 + 彭	205.3.a	彭	0 0 1032 1032	a
4106	4310	205	北山	205.3	3	王事a傍a傍	王 + 事 + 傍 + 傍	王 + 事 + 傍 + 傍	205.3.a	傍	0 0 1032 1032	a
4108	4313	205	北山	205.3	6	鮮我方a將	鮮 + 我 + 方 + 將	鮮 + 我 + 方 + 將	205.3.a	將	0 0 0 1032	a
4109	4314	205	北山	205.3	7	旅力方a剛	旅 + 力 + 方 + 剛	旅 + 力 + 方 + 剛	205.3.a	剛	0 0 0 1032	a
4110	4315	205	北山	205.3	8	經營四a方	經 + 營 + 四 + 方	經 + 營 + 四 + 方	205.3.a	方	0 0 0 1032	a
4114	4319	205	北山	205.4	4	或不已于b行	或 + 不 + 已 + 于 + 行	或 + 不 + 已 + 于 + 行	205.4.b	行	0 0 0 0 1034	a
4117	4322	205	北山	205.5	3	或棲遲偃b仰	或 + 棲 + 遲 + 偃 + 仰	或 + 棲 + 遲 + 偃 + 仰	205.5.b	仰	0 0 0 0 1036	a
